id;code;name;id_categories;Sub-Category
338;OFF-ST-10003327;Akro-Mils 12-Gallon Tote;8;Storage
339;OFF-BI-10000309;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";12;Binders
340;OFF-PA-10004734;Southworth Structures Collection;14;Paper
341;OFF-BI-10002225;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";12;Binders
342;TEC-AC-10004708;Sony 32GB Class 10 Micro SDHC R40 Memory Card;15;Accessories
343;FUR-TA-10000617;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;7;Tables
344;TEC-AC-10002335;Logitech Media Keyboard K200;15;Accessories
345;TEC-MA-10001681;Lexmark MarkNet N8150 Wireless Print Server;19;Machines
346;FUR-FU-10001935;3M Hangers With Command Adhesive;9;Furnishings
347;OFF-AR-10004757;Crayola Colored Pencils;10;Art
348;OFF-BI-10000050;Angle-D Binders with Locking Rings, Label Holders;12;Binders
349;TEC-PH-10003012;Nortel Meridian M3904 Professional Digital phone;11;Phones
350;TEC-CO-10002313;Canon PC1080F Personal Copier;20;Copiers
351;OFF-BI-10003982;Wilson Jones Century Plastic Molded Ring Binders;12;Binders
352;OFF-BI-10004492;Tuf-Vin Binders;12;Binders
353;OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;8;Storage
354;OFF-PA-10002552;Xerox 1958;14;Paper
355;OFF-SU-10002573;"Acme 10"" Easy Grip Assistive Scissors";18;Supplies
356;OFF-ST-10001580;Super Decoflex Portable Personal File;8;Storage
357;OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";8;Storage
358;TEC-AC-10000158;Sony 64GB Class 10 Micro SDHC R40 Memory Card;15;Accessories
359;OFF-PA-10001947;Xerox 1974;14;Paper
360;OFF-AR-10003478;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;10;Art
361;OFF-AP-10004249;Staple holder;13;Appliances
362;TEC-CO-10004115;Sharp AL-1530CS Digital Copier;20;Copiers
363;OFF-PA-10003724;Wirebound Message Book, 4 per Page;14;Paper
364;FUR-TA-10002041;Bevis Round Conference Table Top, X-Base;7;Tables
365;OFF-PA-10002893;"Wirebound Service Call Books, 5 1/2"" x 4""";14;Paper
366;OFF-LA-10003766;Self-Adhesive Removable Labels;6;Labels
367;FUR-BO-10001972;O'Sullivan 4-Shelf Bookcase in Odessa Pine;4;Bookcases
368;FUR-CH-10003956;Novimex High-Tech Fabric Mesh Task Chair;5;Chairs
369;OFF-PA-10000157;Xerox 191;14;Paper
370;OFF-AR-10004344;Bulldog Vacuum Base Pencil Sharpener;10;Art
371;FUR-CH-10004886;Bevis Steel Folding Chairs;5;Chairs
372;OFF-PA-10003845;Xerox 1987;14;Paper
373;OFF-AR-10001573;American Pencil;10;Art
374;OFF-EN-10000483;White Envelopes, White Envelopes with Clear Poly Window;16;Envelopes
375;TEC-AC-10004114;KeyTronicÿ6101 Series -ÿKeyboardÿ- Black;15;Accessories
376;FUR-FU-10004712;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;9;Furnishings
377;OFF-ST-10000918;Crate-A-Files;8;Storage
378;FUR-CH-10000015;Hon Multipurpose Stacking Arm Chairs;5;Chairs
379;FUR-FU-10003347;Coloredge Poster Frame;9;Furnishings
380;OFF-BI-10001543;GBC VeloBinder Manual Binding System;12;Binders
381;TEC-MA-10000029;Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner;19;Machines
382;OFF-AR-10000369;Design Ebony Sketching Pencil;10;Art
383;OFF-BI-10004584;GBC ProClick 150 Presentation Binding System;12;Binders
384;OFF-ST-10000617;Woodgrain Magazine Files by Perma;8;Storage
385;OFF-ST-10003306;Letter Size Cart;8;Storage
386;OFF-BI-10000773;Insertable Tab Post Binder Dividers;12;Binders
387;TEC-AC-10002600;Belkin QODE FastFit Bluetooth Keyboard;15;Accessories
388;TEC-MA-10002937;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;19;Machines
389;OFF-PA-10002230;Xerox 1897;14;Paper
390;FUR-CH-10003396;Global Deluxe Steno Chair;5;Chairs
391;FUR-FU-10000246;Aluminum Document Frame;9;Furnishings
392;OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;8;Storage
393;OFF-ST-10003058;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;8;Storage
394;OFF-PA-10002222;"Xerox Color Copier Paper, 11"" x 17"", Ream";14;Paper
395;FUR-CH-10002372;Office Star - Ergonomically Designed Knee Chair;5;Chairs
396;OFF-LA-10001317;Avery 520;6;Labels
397;FUR-FU-10000206;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;9;Furnishings
398;OFF-AR-10000588;Newell 345;10;Art
399;OFF-ST-10001469;Fellowes Bankers Box Recycled Super Stor/Drawer;8;Storage
400;OFF-AR-10001953;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;10;Art
401;OFF-AR-10003156;50 Colored Long Pencils;10;Art
402;OFF-AR-10004974;Newell 342;10;Art
403;TEC-PH-10002365;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;11;Phones
404;OFF-ST-10000142;Deluxe Rollaway Locking File with Drawer;8;Storage
405;TEC-AC-10001772;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;15;Accessories
406;FUR-CH-10000225;Global Geo Office Task Chair, Gray;5;Chairs
407;FUR-CH-10002331;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;5;Chairs
408;OFF-EN-10001415;Staple envelope;16;Envelopes
409;OFF-AP-10002472;3M Office Air Cleaner;13;Appliances
410;TEC-AC-10004571;Logitech G700s Rechargeable Gaming Mouse;15;Accessories
411;OFF-BI-10001098;Acco D-Ring Binder w/DublLock;12;Binders
412;FUR-TA-10001889;Bush Advantage Collection Racetrack Conference Table;7;Tables
413;OFF-BI-10000315;Poly Designer Cover & Back;12;Binders
414;OFF-SU-10003505;Premier Electric Letter Opener;18;Supplies
415;OFF-AP-10002578;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;13;Appliances
416;FUR-BO-10002824;Bush Mission Pointe Library;4;Bookcases
417;OFF-BI-10002194;Cardinal Hold-It CD Pocket;12;Binders
418;OFF-PA-10004071;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;14;Paper
419;OFF-ST-10002743;SAFCO Boltless Steel Shelving;8;Storage
420;FUR-BO-10001601;Sauder Mission Library with Doors, Fruitwood Finish;4;Bookcases
421;TEC-PH-10002680;Samsung Galaxy Note 3;11;Phones
422;OFF-ST-10001321;Decoflex Hanging Personal Folder File, Blue;8;Storage
423;OFF-PA-10001509;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";14;Paper
424;OFF-PA-10003465;Xerox 1912;14;Paper
425;TEC-PH-10000149;Cisco SPA525G2 IP Phone - Wireless;11;Phones
426;OFF-AR-10003045;Prang Colored Pencils;10;Art
427;OFF-ST-10000689;Fellowes Strictly Business Drawer File, Letter/Legal Size;8;Storage
428;TEC-AC-10001445;ImationÿUSB 2.0 SwivelÿFlash DriveÿUSBÿflash driveÿ- 4 GB - Pink;15;Accessories
429;TEC-AC-10002567;Logitech G602 Wireless Gaming Mouse;15;Accessories
430;OFF-LA-10003923;Alphabetical Labels for Top Tab Filing;6;Labels
431;FUR-BO-10001337;O'Sullivan Living Dimensions 2-Shelf Bookcases;4;Bookcases
432;TEC-PH-10001924;iHome FM Clock Radio with Lightning Dock;11;Phones
433;TEC-PH-10001363;Apple iPhone 5S;11;Phones
434;TEC-PH-10000376;Square Credit Card Reader;11;Phones
435;TEC-AC-10000303;Logitech M510 Wireless Mouse;15;Accessories
436;OFF-ST-10001809;Fellowes Officeware Wire Shelving;8;Storage
437;OFF-EN-10003845;Colored Envelopes;16;Envelopes
438;TEC-AC-10000991;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;15;Accessories
439;FUR-TA-10001857;Balt Solid Wood Rectangular Table;7;Tables
440;OFF-EN-10001434;Strathmore #10 Envelopes, Ultimate White;16;Envelopes
441;OFF-BI-10002498;Clear Mylar Reinforcing Strips;12;Binders
442;FUR-FU-10004864;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";9;Furnishings
443;FUR-FU-10000073;Deflect-O Glasstique Clear Desk Accessories;9;Furnishings
444;OFF-BI-10001670;Vinyl Sectional Post Binders;12;Binders
445;OFF-BI-10001658;GBC Standard Therm-A-Bind Covers;12;Binders
446;FUR-CH-10001215;Global Troy Executive Leather Low-Back Tilter;5;Chairs
447;OFF-BI-10000831;Storex Flexible Poly Binders with Double Pockets;12;Binders
448;OFF-PA-10000357;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;14;Paper
449;OFF-AR-10001662;Rogers Handheld Barrel Pencil Sharpener;10;Art
450;OFF-AR-10003856;Newell 344;10;Art
451;OFF-BI-10003527;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;12;Binders
452;FUR-FU-10001290;Executive Impressions Supervisor Wall Clock;9;Furnishings
453;TEC-AC-10002399;SanDisk Cruzer 32 GB USB Flash Drive;15;Accessories
454;OFF-AR-10003811;Newell 327;10;Art
455;OFF-AR-10001246;Newell 317;10;Art
456;TEC-CO-10003236;Canon Image Class D660 Copier;20;Copiers
457;OFF-ST-10004507;Advantus Rolling Storage Box;8;Storage
458;OFF-PA-10001667;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);14;Paper
459;OFF-ST-10004459;Tennsco Single-Tier Lockers;8;Storage
460;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;8;Storage
461;OFF-BI-10000285;XtraLife ClearVue Slant-D Ring Binders by Cardinal;12;Binders
462;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;11;Phones
463;OFF-FA-10002815;Staples;17;Fasteners
464;FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;5;Chairs
465;OFF-ST-10004963;Eldon Gobal File Keepers;8;Storage
466;OFF-SU-10002881;Martin Yale Chadless Opener Electric Letter Opener;18;Supplies
467;OFF-EN-10001335;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;16;Envelopes
468;FUR-CH-10000595;Safco Contoured Stacking Chairs;5;Chairs
469;FUR-FU-10000448;Tenex Chairmats For Use With Carpeted Floors;9;Furnishings
470;TEC-PH-10000984;Panasonic KX-TG9471B;11;Phones
471;OFF-ST-10001325;Sterilite Officeware Hinged File Box;8;Storage
472;OFF-BI-10002429;Premier Elliptical Ring Binder, Black;12;Binders
473;OFF-BI-10004528;Cardinal Poly Pocket Divider Pockets for Ring Binders;12;Binders
474;OFF-AP-10001271;Eureka The Boss Cordless Rechargeable Stick Vac;13;Appliances
475;FUR-CH-10002647;Situations Contoured Folding Chairs, 4/Set;5;Chairs
476;TEC-AC-10001432;Enermax Aurora Lite Keyboard;15;Accessories
477;TEC-PH-10002262;LG Electronics Tone+ HBS-730 Bluetooth Headset;11;Phones
478;TEC-AC-10001465;SanDisk Cruzer 64 GB USB Flash Drive;15;Accessories
479;TEC-PH-10002597;Xblue XB-1670-86 X16 SmallÿOffice Telephoneÿ- Titanium;11;Phones
480;FUR-FU-10000723;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;9;Furnishings
481;OFF-BI-10000404;Avery Printable Repositionable Plastic Tabs;12;Binders
482;OFF-PA-10002986;Xerox 1898;14;Paper
483;OFF-SU-10001935;Staple remover;18;Supplies
484;FUR-CH-10002024;HON 5400 Series Task Chairs for Big and Tall;5;Chairs
485;FUR-FU-10003039;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";9;Furnishings
486;OFF-FA-10004248;Advantus T-Pin Paper Clips;17;Fasteners
487;OFF-ST-10001780;Tennsco 16-Compartment Lockers with Coat Rack;8;Storage
488;OFF-AR-10003560;Zebra Zazzle Fluorescent Highlighters;10;Art
489;OFF-LA-10001297;Avery 473;6;Labels
490;FUR-TA-10004256;Bretford ?Just In Time? Height-Adjustable Multi-Task Work Tables;7;Tables
491;OFF-PA-10003441;Xerox 226;14;Paper
492;OFF-BI-10000069;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;12;Binders
493;OFF-AP-10003914;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;13;Appliances
494;FUR-FU-10004020;Advantus Panel Wall Acrylic Frame;9;Furnishings
495;OFF-FA-10003467;Alliance Big Bands Rubber Bands, 12/Pack;17;Fasteners
496;TEC-PH-10002496;Cisco SPA301;11;Phones
497;OFF-PA-10004530;Personal Creations Ink Jet Cards and Labels;14;Paper
498;OFF-BI-10001107;GBC White Gloss Covers, Plain Front;12;Binders
499;OFF-PA-10004451;Xerox 222;14;Paper
500;FUR-CH-10004997;Hon Every-Day Series Multi-Task Chairs;5;Chairs
501;TEC-PH-10000347;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;11;Phones
502;OFF-AR-10003394;Newell 332;10;Art
503;OFF-PA-10001450;Rediform S.O.S. Phone Message Books;14;Paper
504;OFF-SU-10001574;Acme Value Line Scissors;18;Supplies
505;FUR-FU-10001475;"Contract Clock, 14"", Brown";9;Furnishings
506;OFF-SU-10004498;Martin-Yale Premier Letter Opener;18;Supplies
507;TEC-PH-10000586;AT&T SB67148 SynJ;11;Phones
508;OFF-BI-10002764;Recycled Pressboard Report Cover with Reinforced Top Hinge;12;Binders
509;OFF-LA-10003930;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;6;Labels
510;TEC-PH-10003800;i.Sound Portable Power - 8000 mAh;11;Phones
511;OFF-PA-10002005;Xerox 225;14;Paper
512;OFF-PA-10004101;Xerox 1894;14;Paper
513;OFF-AR-10004078;Newell 312;10;Art
514;OFF-AP-10004708;Fellowes Superior 10 Outlet Split Surge Protector;13;Appliances
515;FUR-FU-10001979;Dana Halogen Swing-Arm Architect Lamp;9;Furnishings
516;OFF-SU-10004115;Acme Stainless Steel Office Snips;18;Supplies
517;TEC-PH-10001425;Mophie Juice Pack Helium for iPhone;11;Phones
518;TEC-PH-10003963;GE 2-Jack Phone Line Splitter;11;Phones
519;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;8;Storage
520;OFF-PA-10002120;Xerox 1889;14;Paper
521;OFF-BI-10000848;Angle-D Ring Binders;12;Binders
522;TEC-PH-10003092;Motorola L804;11;Phones
523;OFF-LA-10004345;Avery 493;6;Labels
524;OFF-PA-10001204;Xerox 1972;14;Paper
525;TEC-PH-10004667;Cisco 8x8 Inc. 6753i IP Business Phone System;11;Phones
526;OFF-BI-10002949;Prestige Round Ring Binders;12;Binders
527;FUR-FU-10003849;DAX Metal Frame, Desktop, Stepped-Edge;9;Furnishings
528;FUR-FU-10000010;DAX Value U-Channel Document Frames, Easel Back;9;Furnishings
529;OFF-BI-10002824;Recycled Easel Ring Binders;12;Binders
530;TEC-PH-10002538;Grandstream GXP1160 VoIP phone;11;Phones
531;OFF-BI-10002103;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;12;Binders
532;FUR-CH-10004853;Global Manager's Adjustable Task Chair, Storm;5;Chairs
533;OFF-AP-10000179;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;13;Appliances
534;OFF-ST-10001272;Mini 13-1/2 Capacity Data Binder Rack, Pearl;8;Storage
535;FUR-FU-10000221;Master Caster Door Stop, Brown;9;Furnishings
536;OFF-AP-10001563;Belkin Premiere Surge Master II 8-outlet surge protector;13;Appliances
537;OFF-BI-10000605;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";12;Binders
538;OFF-ST-10001963;Tennsco Regal Shelving Units;8;Storage
539;TEC-AC-10001267;Imationÿ32GB Pocket Pro USB 3.0ÿFlash Driveÿ- 32 GB - Black - 1 P ...;15;Accessories
540;TEC-PH-10002103;Jabra SPEAK 410;11;Phones
541;TEC-AC-10002857;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;15;Accessories
542;FUR-CH-10001482;Office Star - Mesh Screen back chair with Vinyl seat;5;Chairs
543;OFF-BI-10001989;Premium Transparent Presentation Covers by GBC;12;Binders
544;OFF-AP-10003287;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;13;Appliances
545;OFF-BI-10004728;Wilson Jones Turn Tabs Binder Tool for Ring Binders;12;Binders
546;FUR-FU-10000732;Eldon 200 Class Desk Accessories;9;Furnishings
547;OFF-ST-10000585;Economy Rollaway Files;8;Storage
548;OFF-LA-10002787;Avery 480;6;Labels
549;OFF-PA-10001934;Xerox 1993;14;Paper
550;OFF-AP-10002457;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;13;Appliances
551;OFF-FA-10003112;Staples;17;Fasteners
552;OFF-AP-10002350;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;13;Appliances
553;TEC-AC-10001142;First Data FD10 PIN Pad;15;Accessories
554;TEC-AC-10001101;Sony 16GB Class 10 Micro SDHC R40 Memory Card;15;Accessories
555;OFF-AP-10002439;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;13;Appliances
556;OFF-BI-10002827;Avery Durable Poly Binders;12;Binders
557;OFF-EN-10002230;Airmail Envelopes;16;Envelopes
558;OFF-ST-10001511;Space Solutions Commercial Steel Shelving;8;Storage
559;OFF-SU-10004231;Acme Tagit Stainless Steel Antibacterial Scissors;18;Supplies
560;TEC-PH-10004042;ClearOne Communications CHAT 70 OCÿSpeaker Phone;11;Phones
561;FUR-FU-10003096;Master Giant Foot Doorstop, Safety Yellow;9;Furnishings
562;FUR-FU-10002759;12-1/2 Diameter Round Wall Clock;9;Furnishings
563;FUR-TA-10000688;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;7;Tables
564;OFF-AR-10001954;Newell 331;10;Art
565;OFF-AP-10004532;Kensington 6 Outlet Guardian Standard Surge Protector;13;Appliances
566;OFF-PA-10002137;Southworth 100% R‚sum‚ Paper, 24lb.;14;Paper
567;OFF-AP-10000804;Hoover Portapower Portable Vacuum;13;Appliances
568;TEC-AC-10003614;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;15;Accessories
569;FUR-FU-10003553;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";9;Furnishings
570;OFF-BI-10004632;Ibico Hi-Tech Manual Binding System;12;Binders
571;OFF-BI-10003305;Avery Hanging File Binders;12;Binders
572;OFF-ST-10002583;Fellowes Neat Ideas Storage Cubes;8;Storage
573;TEC-MA-10004125;Cubify CubeX 3D Printer Triple Head Print;19;Machines
574;OFF-LA-10001934;Avery 516;6;Labels
575;FUR-BO-10004015;Bush Andora Bookcase, Maple/Graphite Gray Finish;4;Bookcases
576;FUR-FU-10004071;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;9;Furnishings
577;OFF-ST-10002444;Recycled Eldon Regeneration Jumbo File;8;Storage
578;TEC-AC-10002253;Imation Bio 8GB USBÿFlash Drive ImationÿCorp;15;Accessories
579;OFF-PA-10000743;Xerox 1977;14;Paper
580;OFF-LA-10002312;Avery 490;6;Labels
581;OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;6;Labels
582;OFF-AR-10001118;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;10;Art
583;OFF-BI-10001575;GBC Linen Binding Covers;12;Binders
584;FUR-FU-10003394;"Tenex ""The Solids"" Textured Chair Mats";9;Furnishings
585;FUR-TA-10002774;Laminate Occasional Tables;7;Tables
586;OFF-PA-10001800;Xerox 220;14;Paper
587;OFF-AP-10001469;Fellowes 8 Outlet Superior Workstation Surge Protector;13;Appliances
588;FUR-BO-10003272;O'Sullivan Living Dimensions 5-Shelf Bookcases;4;Bookcases
589;OFF-EN-10001219;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";16;Envelopes
590;OFF-AP-10001154;Bionaire Personal Warm Mist Humidifier/Vaporizer;13;Appliances
591;TEC-AC-10001606;Logitech Wireless Performance Mouse MX for PC and Mac;15;Accessories
592;OFF-BI-10003355;Cardinal Holdit Business Card Pockets;12;Binders
593;FUR-FU-10002253;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";9;Furnishings
594;OFF-PA-10004092;Tops Green Bar Computer Printout Paper;14;Paper
595;FUR-TA-10000198;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;7;Tables
596;OFF-ST-10000036;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;8;Storage
597;FUR-FU-10000222;"Seth Thomas 16"" Steel Case Clock";9;Furnishings
598;OFF-SU-10004664;Acme Softgrip Scissors;18;Supplies
599;OFF-EN-10001141;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";16;Envelopes
600;TEC-PH-10002170;ClearSounds CSC500 Amplified Spirit Phone Corded phone;11;Phones
601;OFF-PA-10001954;Xerox 1964;14;Paper
602;FUR-TA-10002228;Bevis Traditional Conference Table Top, Plinth Base;7;Tables
603;OFF-ST-10004634;Personal Folder Holder, Ebony;8;Storage
604;TEC-AC-10003610;LogitechÿIlluminated - Keyboard;15;Accessories
605;FUR-BO-10001619;O'Sullivan Cherrywood Estates Traditional Bookcase;4;Bookcases
606;OFF-BI-10000138;Acco Translucent Poly Ring Binders;12;Binders
607;TEC-AC-10001383;Logitech Wireless Touch Keyboard K400;15;Accessories
608;OFF-LA-10003223;Avery 508;6;Labels
609;OFF-BI-10004094;GBC Standard Plastic Binding Systems Combs;12;Binders
610;OFF-PA-10004971;Xerox 196;14;Paper
611;OFF-SU-10004261;"Fiskars 8"" Scissors, 2/Pack";18;Supplies
612;TEC-PH-10000004;Belkin iPhone and iPad Lightning Cable;11;Phones
613;OFF-BI-10003638;GBC Durable Plastic Covers;12;Binders
614;FUR-FU-10003577;Nu-Dell Leatherette Frames;9;Furnishings
615;OFF-BI-10000546;Avery Durable Binders;12;Binders
616;TEC-CO-10002095;Hewlett Packard 610 Color Digital Copier / Printer;20;Copiers
617;FUR-TA-10001095;Chromcraft Round Conference Tables;7;Tables
618;OFF-LA-10004484;Avery 476;6;Labels
619;OFF-EN-10001532;Brown Kraft Recycled Envelopes;16;Envelopes
620;TEC-AC-10003174;Plantronics S12 Corded Telephone Headset System;15;Accessories
621;OFF-BI-10004187;3-ring staple pack;12;Binders
622;OFF-ST-10000025;Fellowes Stor/Drawer Steel Plus Storage Drawers;8;Storage
623;FUR-FU-10004306;Electrix Halogen Magnifier Lamp;9;Furnishings
624;FUR-CH-10003746;Hon 4070 Series Pagoda Round Back Stacking Chairs;5;Chairs
625;OFF-BI-10001036;Cardinal EasyOpen D-Ring Binders;12;Binders
626;OFF-BI-10000301;GBC Instant Report Kit;12;Binders
627;OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;10;Art
628;FUR-FU-10002597;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;9;Furnishings
629;OFF-AR-10003405;Dixon My First Ticonderoga Pencil, #2;10;Art
630;FUR-CH-10002335;Hon GuestStacker Chair;5;Chairs
631;OFF-PA-10003657;Xerox 1927;14;Paper
632;FUR-BO-10004409;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;4;Bookcases
633;TEC-AC-10000057;Microsoft Natural Ergonomic Keyboard 4000;15;Accessories
634;OFF-EN-10000056;Cameo Buff Policy Envelopes;16;Envelopes
635;OFF-BI-10000014;Heavy-Duty E-Z-D Binders;12;Binders
636;FUR-CH-10004675;Lifetime Advantage Folding Chairs, 4/Carton;5;Chairs
637;OFF-BI-10001132;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";12;Binders
638;FUR-CH-10003199;Office Star - Contemporary Task Swivel Chair;5;Chairs
639;TEC-PH-10001530;Cisco Unified IP Phone 7945G VoIP phone;11;Phones
640;OFF-LA-10001569;Avery 499;6;Labels
641;OFF-PA-10000176;Xerox 1887;14;Paper
642;OFF-LA-10002271;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;6;Labels
643;FUR-FU-10004090;"Executive Impressions 14"" Contract Wall Clock";9;Furnishings
644;OFF-AP-10000576;Belkin 7 Outlet SurgeMaster II;13;Appliances
645;OFF-PA-10003953;Xerox 218;14;Paper
646;FUR-FU-10000794;Eldon Stackable Tray, Side-Load, Legal, Smoke;9;Furnishings
647;OFF-AR-10001897;Model L Table or Wall-Mount Pencil Sharpener;10;Art
648;TEC-PH-10001795;ClearOne CHATAttach 160 -ÿspeaker phone;11;Phones
649;TEC-AC-10004901;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;15;Accessories
650;OFF-AR-10003190;Newell 32;10;Art
651;OFF-AP-10000240;Belkin F9G930V10-GRY 9 Outlet Surge;13;Appliances
652;TEC-AC-10001838;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;15;Accessories
653;OFF-PA-10003651;Xerox 1968;14;Paper
654;OFF-BI-10003094;Self-Adhesive Ring Binder Labels;12;Binders
655;FUR-CH-10001394;Global Leather Executive Chair;5;Chairs
656;OFF-BI-10004230;GBC Recycled Grain Textured Covers;12;Binders
657;OFF-PA-10003395;Xerox 1941;14;Paper
658;TEC-AC-10002402;Razer Kraken PRO Over Ear PC and Music Headset;15;Accessories
659;TEC-AC-10003441;Kingston Digital DataTraveler 32GB USB 2.0;15;Accessories
660;OFF-FA-10002280;Advantus Plastic Paper Clips;17;Fasteners
661;OFF-SU-10000381;Acme Forged Steel Scissors with Black Enamel Handles;18;Supplies
662;OFF-EN-10004459;Security-Tint Envelopes;16;Envelopes
663;FUR-CH-10000665;Global Airflow Leather Mesh Back Chair, Black;5;Chairs
664;OFF-AP-10003884;Fellowes Smart Surge Ten-Outlet Protector, Platinum;13;Appliances
665;TEC-PH-10001557;Pyle PMP37LED;11;Phones
666;TEC-PH-10002085;Clarity 53712;11;Phones
667;OFF-AR-10002956;Boston 16801 Nautilus Battery Pencil Sharpener;10;Art
668;OFF-AP-10003266;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;13;Appliances
669;TEC-MA-10004002;Zebra GX420t Direct Thermal/Thermal Transfer Printer;19;Machines
670;OFF-BI-10001071;GBC ProClick Punch Binding System;12;Binders
671;OFF-PA-10001560;Adams Telephone Message Books, 5 1/4? x 11?;14;Paper
672;OFF-AR-10002578;Newell 335;10;Art
673;FUR-BO-10001519;O'Sullivan 3-Shelf Heavy-Duty Bookcases;4;Bookcases
674;OFF-BI-10001294;Fellowes Binding Cases;12;Binders
675;OFF-BI-10001636;Ibico Plastic and Wire Spiral Binding Combs;12;Binders
676;OFF-SU-10002503;Acme Preferred Stainless Steel Scissors;18;Supplies
677;OFF-LA-10004093;Avery 486;6;Labels
678;FUR-FU-10003878;"Linden 10"" Round Wall Clock, Black";9;Furnishings
679;TEC-AC-10000710;Maxell DVD-RAM Discs;15;Accessories
680;OFF-AR-10002335;DIXON Oriole Pencils;10;Art
681;OFF-PA-10001870;Xerox 202;14;Paper
682;OFF-PA-10001019;Xerox 1884;14;Paper
683;OFF-SU-10002537;Acme Box Cutter Scissors;18;Supplies
684;OFF-ST-10003221;Staple magnet;8;Storage
685;OFF-AR-10003752;Deluxe Chalkboard Eraser Cleaner;10;Art
686;TEC-AC-10001714;LogitechÿMX Performance Wireless Mouse;15;Accessories
687;OFF-AR-10003958;Newell 337;10;Art
688;TEC-PH-10002923;Logitech B530 USBÿHeadsetÿ-ÿheadsetÿ- Full size, Binaural;11;Phones
689;OFF-LA-10004272;Avery 482;6;Labels
