id;id_orders;id_products;sales;quantity;discount;profit;Order ID;Product ID
2806;1387;1273;47,516;2;0,3;-2,0364;CA-2015-122623;FUR-CH-10000553
2807;1388;1218;9,42;2;0;0,471;CA-2015-148635;OFF-FA-10004395
2808;1388;1435;12,96;2;0;6,2208;CA-2015-148635;OFF-PA-10004782
2809;1388;1249;704,9;5;0;56,392;CA-2015-148635;FUR-BO-10002213
2810;1388;1132;561,568;2;0,2;28,0784;CA-2015-148635;FUR-CH-10001854
2811;1389;369;179,82;9;0;84,5154;CA-2015-135685;OFF-PA-10000157
2812;1389;1436;185,58;6;0;76,0878;CA-2015-135685;FUR-FU-10001185
2813;1389;720;214,11;3;0;36,3987;CA-2015-135685;FUR-TA-10001520
2814;1389;1288;999,96;4;0;229,9908;CA-2015-135685;TEC-AC-10004145
2815;1389;563;653,55;3;0;111,1035;CA-2015-135685;FUR-TA-10000688
2816;1390;711;114,6;5;0;51,57;CA-2015-104626;OFF-BI-10001510
2817;1390;164;60,74;1;0;15,185;CA-2015-104626;FUR-CH-10003817
2818;1390;1293;124,36;2;0;27,3592;CA-2015-104626;FUR-FU-10000308
2819;1390;246;1088,76;6;0;315,7404;CA-2015-104626;OFF-ST-10003208
2820;1391;1339;6,72;5;0,2;2,352;CA-2016-160500;OFF-BI-10003784
2821;1391;210;298,776;3;0,2;7,4694;CA-2016-160500;FUR-TA-10003748
2822;1392;203;302,376;3;0,2;22,6782;CA-2017-100202;TEC-PH-10002563
2823;1393;312;8,928;2;0,2;0,558;CA-2017-131016;OFF-AR-10000122
2824;1393;1070;47,584;2;0,2;-2,974;CA-2017-131016;OFF-ST-10000352
2825;1394;1437;33,792;8;0,2;10,56;US-2014-112914;OFF-PA-10003270
2826;1394;588;300,5328;2;0,32;-97,2312;US-2014-112914;FUR-BO-10003272
2827;1394;1283;2,724;2;0,8;-4,3584;US-2014-112914;OFF-BI-10002982
2828;1394;30;3,264;2;0,2;1,1016;US-2014-112914;OFF-EN-10001509
2829;1395;1438;108,336;6;0,2;37,9176;CA-2016-124149;OFF-PA-10002421
2830;1395;5;55,92;5;0,2;6,291;CA-2016-124149;OFF-ST-10000760
2831;1395;1439;78,304;2;0,2;29,364;CA-2016-124149;OFF-PA-10002923
2832;1396;1440;443,92;5;0,2;-94,333;CA-2014-148915;OFF-ST-10001128
2833;1396;1418;155,976;3;0,2;54,5916;CA-2014-148915;TEC-PH-10000673
2834;1397;148;15,47;7;0;4,1769;CA-2017-134649;OFF-AR-10001547
2835;1397;176;7,16;2;0;3,4368;CA-2017-134649;OFF-BI-10001890
2836;1398;931;10,89;1;0;2,8314;CA-2017-110842;OFF-AP-10003971
2837;1398;1441;19,44;3;0;9,3312;CA-2017-110842;OFF-PA-10000520
2838;1398;1000;121,6;5;0,2;39,52;CA-2017-110842;OFF-BI-10000977
2839;1399;947;695,7;2;0,5;-27,828;CA-2016-147368;TEC-MA-10002178
2840;1400;773;120,33;1;0;31,2858;US-2015-104185;OFF-ST-10001526
2841;1401;464;1139,92;4;0;284,98;US-2014-125521;FUR-CH-10003379
2842;1402;840;229,544;7;0,2;83,2097;US-2017-135062;OFF-PA-10000100
2843;1403;436;143,728;2;0,2;-32,3388;CA-2017-135650;OFF-ST-10001809
2844;1404;1375;36,048;3;0,2;-0,9012;CA-2017-112865;TEC-AC-10000387
2845;1405;532;845,488;8;0,3;-12,0784;US-2016-162852;FUR-CH-10004853
2846;1406;208;50,94;3;0;14,2632;CA-2017-138163;OFF-AR-10001958
2847;1407;451;762,594;3;0,8;-1143,891;CA-2017-152093;OFF-BI-10003527
2848;1408;1442;56,28;6;0;15,7584;CA-2017-157854;FUR-FU-10003832
2849;1408;1177;2690,97;3;0;1264,7559;CA-2017-157854;OFF-BI-10001359
2850;1409;864;7,434;6;0,7;-5,6994;CA-2016-123617;OFF-BI-10002976
2851;1410;460;64,784;1;0,2;-12,9568;US-2016-128293;OFF-ST-10000736
2852;1411;729;28,16;4;0;13,2352;CA-2017-107342;OFF-PA-10001745
2853;1412;1443;14,98;1;0;6,8908;CA-2016-136371;FUR-FU-10000409
2854;1412;535;20,32;4;0;6,9088;CA-2016-136371;FUR-FU-10000221
2855;1413;1032;40,29;3;0;10,4754;CA-2017-137344;OFF-ST-10000344
2856;1414;1388;20,23;7;0;9,5081;CA-2017-169810;OFF-LA-10003663
2857;1415;446;1603,136;4;0,2;100,196;CA-2016-128594;FUR-CH-10001215
2858;1416;1154;225,296;2;0,2;22,5296;CA-2016-154690;FUR-CH-10000988
2859;1417;659;67,8;4;0;4,068;CA-2017-138975;TEC-AC-10003441
2860;1417;1444;377,97;3;0;98,2722;CA-2017-138975;TEC-PH-10004389
2861;1417;200;1628,82;9;0;374,6286;CA-2017-138975;FUR-BO-10004695
2862;1417;840;286,93;7;0;140,5957;CA-2017-138975;OFF-PA-10000100
2863;1418;1397;20,736;4;0,2;7,2576;CA-2017-106537;OFF-PA-10000223
2864;1419;471;31,44;3;0;8,4888;US-2017-103828;OFF-ST-10001325
2865;1419;361;83,79;7;0;22,6233;US-2017-103828;OFF-AP-10004249
2866;1419;398;59,52;3;0;15,4752;US-2017-103828;OFF-AR-10000588
2867;1419;1445;31,92;4;0;9,2568;US-2017-103828;OFF-SU-10000946
2868;1420;328;14,72;5;0,2;-3,312;CA-2016-115588;OFF-SU-10001225
2869;1420;721;38,976;3;0,2;-2,436;CA-2016-115588;OFF-ST-10001558
2870;1421;1446;17,088;2;0,2;1,068;CA-2017-143861;FUR-FU-10001546
2871;1422;1324;74,352;3;0,2;23,235;CA-2014-148040;OFF-PA-10002581
2872;1422;542;314,352;3;0,2;-35,3646;CA-2014-148040;FUR-CH-10001482
2873;1423;320;4,26;1;0;1,7466;CA-2017-135167;OFF-AR-10002399
2874;1424;538;811,28;8;0;24,3384;CA-2017-137022;OFF-ST-10001963
2875;1425;132;6,03;3;0;2,9547;US-2017-102638;OFF-FA-10002988
2876;1426;993;153,568;2;0,2;-5,7588;US-2016-167339;FUR-CH-10004289
2877;1426;324;1013,488;7;0,2;76,0116;US-2016-167339;FUR-CH-10000785
2878;1427;1250;52,34;2;0;24,5998;CA-2016-152072;OFF-EN-10003040
2879;1427;373;4,66;2;0;1,3514;CA-2016-152072;OFF-AR-10001573
2880;1427;107;254,97;3;0;91,7892;CA-2016-152072;TEC-AC-10000844
2881;1428;16;25,44;6;0;12,72;CA-2016-102932;OFF-BI-10000756
2882;1428;661;27,93;3;0;8,0997;CA-2016-102932;OFF-SU-10000381
2883;1429;609;8,85;5;0,8;-13,7175;CA-2014-165540;OFF-BI-10004094
2884;1430;853;6,96;4;0;2,2272;CA-2016-130799;FUR-FU-10001852
2885;1431;635;17,456;2;0,2;5,8914;CA-2016-164483;OFF-BI-10000014
2886;1432;390;307,92;5;0,2;-34,641;US-2016-159856;FUR-CH-10003396
2887;1433;454;6,63;3;0;1,7901;CA-2017-102099;OFF-AR-10003811
2888;1433;861;12,96;2;0;6,2208;CA-2017-102099;OFF-PA-10003172
2889;1433;731;32,4;5;0;15,552;CA-2017-102099;OFF-PA-10000289
2890;1434;1447;23,85;5;0;10,7325;CA-2017-164049;OFF-PA-10000791
2891;1435;793;51,96;2;0;12,99;CA-2014-142727;FUR-CH-10002304
2892;1435;953;17,94;3;0;8,6112;CA-2014-142727;OFF-BI-10000136
2893;1436;1448;11,56;2;0;5,6644;CA-2017-139913;OFF-PA-10003739
2894;1436;219;26,4;5;0;11,88;CA-2017-139913;OFF-PA-10002479
2895;1436;1449;69,08;11;0;29,0136;CA-2017-139913;FUR-FU-10000771
2896;1436;180;35,88;3;0;10,0464;CA-2017-139913;TEC-PH-10001552
2897;1437;1069;49,65;5;0;20,853;CA-2014-169033;OFF-AR-10001915
2898;1438;1328;959,968;4;0,2;119,996;US-2016-164630;TEC-CO-10000971
2899;1439;285;408,422;2;0,3;-5,8346;US-2015-114839;FUR-CH-10004086
2900;1440;1328;479,984;2;0,2;59,998;CA-2015-166464;TEC-CO-10000971
2901;1440;396;12,6;4;0;6,048;CA-2015-166464;OFF-LA-10001317
2902;1441;780;184,66;7;0;84,9436;CA-2017-124898;OFF-PA-10003656
2903;1442;1216;23,12;5;0,2;8,381;CA-2016-164035;OFF-PA-10002160
2904;1443;1071;37,464;7;0,2;12,1758;CA-2016-153577;OFF-PA-10000575
2905;1443;1190;539,658;3;0,3;-7,7094;CA-2016-153577;FUR-CH-10003981
2906;1444;1450;310,12;2;0;80,6312;CA-2014-127586;OFF-ST-10002615
2907;1445;1451;8,56;2;0;3,852;CA-2017-121615;OFF-PA-10000327
2908;1445;471;52,4;5;0;14,148;CA-2017-121615;OFF-ST-10001325
2909;1445;1141;14,94;3;0;6,8724;CA-2017-121615;OFF-LA-10001771
2910;1446;1029;11,22;3;0;0,2244;CA-2017-166415;OFF-FA-10004968
2911;1447;644;387,136;4;0,2;24,196;CA-2015-118444;OFF-AP-10000576
2912;1448;1452;41,4;5;0;19,458;CA-2014-113929;OFF-EN-10003286
2913;1448;1453;35;4;0;10,5;CA-2014-113929;OFF-AR-10003772
2914;1448;92;39,552;3;0,2;14,3376;CA-2014-113929;OFF-BI-10002852
2915;1449;1410;135,72;3;0;35,2872;CA-2015-134747;TEC-PH-10002890
2916;1449;1376;12,56;2;0;5,652;CA-2015-134747;OFF-BI-10001308
2917;1449;985;263,96;4;0;71,2692;CA-2015-134747;TEC-PH-10001750
2918;1450;1454;5,952;1;0,2;0,372;CA-2017-155047;OFF-AR-10003338
2919;1451;1433;15,8;5;0,2;2,37;CA-2016-160129;OFF-FA-10002763
2920;1451;1105;14,368;2;0,2;3,9512;CA-2016-160129;FUR-FU-10002088
2921;1451;981;70,448;7;0,2;12,3284;CA-2016-160129;FUR-FU-10003976
2922;1452;558;129,3;2;0;6,465;CA-2017-164329;OFF-ST-10001511
2923;1453;626;3,882;3;0,8;-5,823;US-2015-141453;OFF-BI-10000301
2924;1454;830;6,08;1;0;3,04;CA-2014-156993;OFF-FA-10003495
2925;1455;942;19,9;1;0;8,955;CA-2014-157721;OFF-AP-10001303
2926;1455;1455;70,71;1;0;4,9497;CA-2014-157721;FUR-FU-10002116
2927;1456;1449;18,84;3;0;7,9128;CA-2017-128629;FUR-FU-10000771
2928;1457;827;8,64;3;0;2,5056;CA-2017-158106;OFF-AR-10002255
2929;1458;317;1633,188;4;0,7;-1306,5504;US-2017-120390;OFF-BI-10004995
2930;1459;628;19,76;4;0;8,2992;CA-2017-143434;FUR-FU-10002597
2931;1460;926;6,608;2;0,2;2,2302;CA-2015-168564;OFF-BI-10004970
2932;1460;249;7,28;2;0,2;2,73;CA-2015-168564;OFF-BI-10002557
2933;1460;324;144,784;1;0,2;10,8588;CA-2015-168564;FUR-CH-10000785
2934;1461;967;156,792;1;0,2;13,7193;US-2016-169040;TEC-PH-10002310
2935;1461;1401;431,976;3;0,2;26,9985;US-2016-169040;TEC-PH-10002834
2936;1461;82;35,89;1;0;16,1505;US-2016-169040;OFF-EN-10000927
2937;1461;675;47,208;7;0,2;15,3426;US-2016-169040;OFF-BI-10001636
2938;1461;130;248,08;7;0;116,5976;US-2016-169040;OFF-PA-10001736
2939;1461;68;189,7;5;0;89,159;US-2016-169040;OFF-PA-10000482
2940;1461;445;59,808;3;0,2;19,4376;US-2016-169040;OFF-BI-10001658
2941;1462;1456;90,99;1;0;14,5584;CA-2017-155880;FUR-CH-10000422
2942;1462;636;1526,56;7;0;427,4368;CA-2017-155880;FUR-CH-10004675
2943;1462;813;368,97;3;0;40,5867;CA-2017-155880;FUR-CH-10002880
2944;1463;299;305,01;9;0;76,2525;CA-2017-126242;OFF-ST-10000675
2945;1463;1457;18,7;1;0;7,106;CA-2017-126242;FUR-FU-10002685
2946;1464;494;38,29;7;0;16,4647;CA-2016-166443;FUR-FU-10004020
2947;1465;1458;26,25;3;0;11,025;CA-2017-169859;FUR-FU-10004963
2948;1465;1459;64,96;14;0,2;22,736;CA-2017-169859;OFF-BI-10000174
2949;1465;756;43,7;5;0;20,539;CA-2017-169859;OFF-EN-10000461
2950;1466;198;41,6;4;0,2;13;CA-2017-134915;TEC-AC-10001266
2951;1466;1216;23,12;5;0,2;8,381;CA-2017-134915;OFF-PA-10002160
2952;1466;1460;113,888;2;0,2;9,9652;CA-2017-134915;FUR-CH-10004875
2953;1466;1461;113,568;2;0,2;-5,6784;CA-2017-134915;FUR-FU-10000305
2954;1466;501;7,92;2;0,2;0,693;CA-2017-134915;TEC-PH-10000347
2955;1466;1462;671,984;2;0,2;50,3988;CA-2017-134915;TEC-PH-10001459
2956;1467;885;39,99;1;0;11,5971;CA-2016-153353;TEC-PH-10000439
2957;1468;475;191,646;3;0,1;31,941;CA-2017-123638;FUR-CH-10002647
2958;1469;9;2,313;1;0,7;-1,9275;CA-2017-168900;OFF-BI-10003910
2959;1470;800;19,936;4;0,2;7,2268;CA-2015-158456;OFF-BI-10001097
2960;1470;272;45,92;4;0;21,5824;CA-2015-158456;OFF-FA-10004854
2961;1471;988;20,34;3;0;9,3564;CA-2017-143665;OFF-PA-10003673
2962;1471;1124;39,28;8;0;19,2472;CA-2017-143665;OFF-LA-10002034
2963;1472;24;81,568;2;0,2;9,1764;CA-2017-137428;FUR-CH-10002774
2964;1472;164;97,184;2;0,2;6,074;CA-2017-137428;FUR-CH-10003817
2965;1472;526;24,32;5;0,2;8,208;CA-2017-137428;OFF-BI-10002949
2966;1472;1463;18,96;2;0;7,584;CA-2017-137428;FUR-FU-10002445
2967;1473;1002;32,952;6;0,6;-19,7712;CA-2014-162866;FUR-FU-10001473
2968;1473;1191;30,016;4;0,2;3,0016;CA-2014-162866;OFF-ST-10002562
2969;1474;78;499,584;3;0,2;43,7136;CA-2017-167941;OFF-AP-10002118
2970;1474;586;31,104;6;0,2;10,8864;CA-2017-167941;OFF-PA-10001800
2971;1474;556;13,272;8;0,7;-10,6176;CA-2017-167941;OFF-BI-10002827
2972;1474;1382;28,272;2;0,2;6,3612;CA-2017-167941;FUR-FU-10004671
2973;1474;460;259,136;4;0,2;-51,8272;CA-2017-167941;OFF-ST-10000736
2974;1475;871;10,8;5;0;5,184;CA-2017-111808;OFF-BI-10004656
2975;1476;617;244,006;2;0,3;-31,3722;CA-2015-137512;FUR-TA-10001095
2976;1476;1464;15,936;4;0,2;5,3784;CA-2015-137512;OFF-PA-10000213
2977;1477;1465;188,552;7;0,3;-2,6936;CA-2017-139773;FUR-CH-10001797
2978;1478;1012;22,58;2;0;5,8708;CA-2017-134607;OFF-ST-10002214
2979;1479;1456;545,94;6;0;87,3504;CA-2014-109232;FUR-CH-10000422
2980;1480;1466;20,736;4;0,2;7,2576;CA-2015-139850;OFF-PA-10003848
2981;1480;1252;43,296;2;0,2;4,3296;CA-2015-139850;FUR-FU-10003623
2982;1481;1465;123,136;4;0,2;13,8528;CA-2014-131310;FUR-CH-10001797
2983;1481;654;11,264;4;0,2;3,8016;CA-2014-131310;OFF-BI-10003094
2984;1482;331;53,424;3;0,2;4,6746;US-2014-112872;OFF-ST-10002205
2985;1482;1259;275,49;1;0,5;-170,8038;US-2014-112872;FUR-TA-10003238
2986;1483;1467;24,96;4;0;6,24;CA-2016-139269;FUR-FU-10000755
2987;1483;365;19,36;2;0;9,2928;CA-2016-139269;OFF-PA-10002893
2988;1483;427;1267,65;9;0;152,118;CA-2016-139269;OFF-ST-10000689
2989;1484;1422;12,99;1;0;0,7794;CA-2016-139010;TEC-AC-10004227
2990;1484;1459;18,56;4;0,2;6,496;CA-2016-139010;OFF-BI-10000174
2991;1484;436;449,15;5;0;8,983;CA-2016-139010;OFF-ST-10001809
2992;1484;79;31,248;7;0,2;10,9368;CA-2016-139010;OFF-BI-10002309
2993;1485;565;61,44;3;0;16,5888;CA-2016-134376;OFF-AP-10004532
2994;1486;1189;895,92;4;0;421,0824;CA-2017-147291;OFF-BI-10003091
2995;1487;69;55,36;4;0,2;18,684;CA-2016-112893;OFF-BI-10004654
2996;1488;5;55,92;5;0,2;6,291;US-2014-150532;OFF-ST-10000760
2997;1489;838;24,896;4;0,2;8,4024;CA-2014-138317;OFF-EN-10001539
2998;1489;1468;3,984;1;0,2;0,6474;CA-2014-138317;FUR-FU-10000550
2999;1489;247;95,968;4;0,2;28,7904;CA-2014-138317;TEC-AC-10003628
3000;1489;1469;206,991;3;0,7;-172,4925;CA-2014-138317;TEC-MA-10004521
3001;1489;1110;44,416;2;0,2;3,8864;CA-2014-138317;OFF-AP-10003860
3002;1489;492;9,006;2;0,7;-7,2048;CA-2014-138317;OFF-BI-10000069
3003;1490;1470;19;5;0;8,93;CA-2015-130610;OFF-BI-10003655
3004;1491;1125;33,376;4;0,2;10,43;CA-2017-104381;OFF-BI-10001628
3005;1492;1471;207,48;1;0;62,244;CA-2016-131499;OFF-AP-10003779
3006;1493;998;91,68;3;0;45,84;CA-2014-148761;OFF-BI-10000666
3007;1494;1108;904,9;5;0;253,372;CA-2017-116519;OFF-AP-10000828
3008;1495;277;34,272;3;0,2;11,1384;CA-2014-130729;OFF-BI-10002706
3009;1496;1269;191,82;3;0;74,8098;CA-2016-124772;FUR-FU-10004748
3010;1497;1307;243,88;5;0,2;27,4365;CA-2016-115525;OFF-AP-10000026
3011;1498;386;12,03;5;0,7;-9,223;CA-2017-134845;OFF-BI-10000773
3012;1498;156;2549,985;5;0,7;-3399,98;CA-2017-134845;TEC-MA-10000822
3013;1498;380;21,594;2;0,7;-15,8356;CA-2017-134845;OFF-BI-10001543
3014;1498;592;8,964;6;0,7;-6,5736;CA-2017-134845;OFF-BI-10003355
3015;1498;511;20,736;4;0,2;7,2576;CA-2017-134845;OFF-PA-10002005
3016;1499;739;344,22;2;0,4;-103,266;US-2015-138919;FUR-TA-10004154
3017;1500;419;727,296;8;0,2;-172,7328;US-2016-160528;OFF-ST-10002743
3018;1500;1156;22,608;3;0,6;-10,1736;US-2016-160528;FUR-FU-10004973
3019;1500;1201;666,4;7;0,2;-33,32;US-2016-160528;TEC-AC-10002842
3020;1501;1472;5,04;3;0;0,2016;CA-2015-123568;OFF-FA-10002701
3021;1501;1031;92,94;3;0;41,823;CA-2015-123568;OFF-PA-10001125
3022;1501;643;66,69;3;0;22,0077;CA-2015-123568;FUR-FU-10004090
3023;1501;711;91,68;5;0,2;28,65;CA-2015-123568;OFF-BI-10001510
3024;1502;1276;327,7328;2;0,32;-14,4588;CA-2017-124674;FUR-BO-10002202
3025;1503;306;52,272;11;0,2;17,6418;CA-2015-164441;OFF-BI-10001922
3026;1503;458;17,94;3;0;8,073;CA-2015-164441;OFF-PA-10001667
3027;1504;1061;254,352;3;0,2;0;CA-2017-169054;FUR-FU-10001488
3028;1505;1473;8,288;2;0,2;2,6936;CA-2014-106719;OFF-BI-10002799
3029;1506;932;504,9;5;0;80,784;CA-2017-116855;FUR-CH-10003846
3030;1507;1420;403,168;4;0,2;25,198;US-2016-164189;TEC-PH-10003691
3031;1508;1196;194,32;4;0;31,0912;CA-2015-168480;FUR-BO-10000468
3032;1508;1063;25,99;1;0;7,5371;CA-2015-168480;OFF-AR-10001044
3033;1509;1226;195,136;4;0,2;-12,196;US-2016-114293;FUR-CH-10003833
3034;1510;1115;20,736;4;0,2;7,2576;CA-2017-134173;OFF-PA-10004355
3035;1511;1045;53,7;6;0;10,203;US-2015-123960;TEC-AC-10003038
3036;1511;1473;36,26;7;0;16,6796;US-2015-123960;OFF-BI-10002799
3037;1511;1474;56,3;2;0;15,764;US-2015-123960;OFF-AR-10003582
3038;1511;499;32,4;5;0;15,552;US-2015-123960;OFF-PA-10004451
3039;1511;1475;29,16;2;0;10,7892;US-2015-123960;FUR-FU-10004666
3040;1512;720;171,288;3;0,2;-6,4233;CA-2017-101749;FUR-TA-10001520
3041;1513;1007;16,72;5;0,2;3,344;US-2016-147991;FUR-FU-10004270
3042;1514;861;12,96;2;0;6,2208;CA-2017-149559;OFF-PA-10003172
3043;1514;1476;22,18;2;0;10,8682;CA-2017-149559;OFF-EN-10002312
3044;1514;1477;2054,272;8;0,2;256,784;CA-2017-149559;FUR-CH-10002320
3045;1515;639;1022,97;5;0,4;-255,7425;CA-2015-135174;TEC-PH-10001530
3046;1516;1478;13,9;5;0;3,614;CA-2017-125290;OFF-AR-10001216
3047;1516;814;26,38;1;0;12,1348;CA-2017-125290;OFF-PA-10003127
3048;1517;9;43,176;7;0,2;13,4925;CA-2014-137351;OFF-BI-10003910
3049;1518;122;411,8;2;0;70,006;CA-2017-121419;FUR-TA-10004534
3050;1518;294;360;4;0;129,6;CA-2017-121419;TEC-AC-10000892
3051;1519;1479;41,96;2;0;2,9372;US-2017-148054;FUR-FU-10003247
3052;1519;1052;227,84;4;0;66,0736;US-2017-148054;OFF-AP-10004336
3053;1519;1238;37,94;2;0;18,2112;US-2017-148054;OFF-PA-10001295
3054;1520;1368;517,9;2;0;134,654;CA-2016-128517;TEC-PH-10002555
3055;1520;447;5,28;2;0;2,4288;CA-2016-128517;OFF-BI-10000831
3056;1521;891;2799,96;5;0,2;874,9875;US-2015-100377;TEC-CO-10001046
3057;1522;1344;8,96;2;0;4,3008;CA-2017-131492;OFF-EN-10002973
3058;1522;1043;31,5;10;0;15,12;CA-2017-131492;OFF-LA-10001641
3059;1522;678;30,56;2;0;10,3904;CA-2017-131492;FUR-FU-10003878
3060;1522;1480;24,368;2;0,2;-3,3506;CA-2017-131492;FUR-TA-10003837
3061;1523;1234;119,976;3;0,2;22,4955;CA-2016-144554;TEC-AC-10002800
3062;1524;795;26,88;8;0,2;9,744;CA-2017-127621;OFF-PA-10001307
3063;1525;1481;83,97;3;0;23,5116;CA-2015-145184;TEC-PH-10002350
3064;1525;1482;104,97;3;0;7,3479;CA-2015-145184;TEC-AC-10000397
3065;1526;76;90,8;8;0;25,424;CA-2017-106859;OFF-ST-10000615
3066;1526;723;140,736;8;0,2;49,2576;CA-2017-106859;TEC-PH-10004531
3067;1526;1483;214,95;5;0;88,1295;CA-2017-106859;TEC-AC-10004001
3068;1526;1484;45,36;7;0;21,7728;CA-2017-106859;OFF-PA-10001534
3069;1526;1416;288,24;6;0;138,3552;CA-2017-106859;OFF-PA-10001815
3070;1527;1471;663,936;4;0,2;82,992;US-2017-120089;OFF-AP-10003779
3071;1528;1075;2934,33;7;0;792,2691;CA-2014-119375;OFF-ST-10002011
3072;1528;1485;124,41;3;0;14,9292;CA-2014-119375;FUR-FU-10002379
3073;1528;685;57,75;5;0;26,565;CA-2014-119375;OFF-AR-10003752
3074;1529;1278;114,46;2;0;28,615;CA-2016-125206;OFF-ST-10003692
3075;1530;632;120,666;2;0,15;18,4548;CA-2015-126137;FUR-BO-10004409
3076;1531;385;342,864;3;0,2;38,5722;CA-2014-143903;OFF-ST-10003306
3077;1531;905;16,74;5;0,6;-14,229;CA-2014-143903;FUR-FU-10003724
3078;1531;484;981,372;2;0,3;-140,196;CA-2014-143903;FUR-CH-10002024
3079;1532;182;31,84;8;0;10,5072;CA-2014-104780;OFF-AR-10003514
3080;1533;586;12,96;2;0;6,2208;CA-2017-101182;OFF-PA-10001800
3081;1533;832;43,176;3;0,2;15,1116;CA-2017-101182;TEC-PH-10003589
3082;1534;706;58,34;2;0;28,0032;US-2017-132297;OFF-BI-10003364
3083;1534;1401;539,97;3;0;134,9925;US-2017-132297;TEC-PH-10002834
3084;1535;186;3,928;1;0,2;1,3257;CA-2014-100328;OFF-BI-10000343
3085;1536;383;252,784;4;0,8;-417,0936;CA-2017-118773;OFF-BI-10004584
3086;1536;658;127,984;2;0,2;15,998;CA-2017-118773;TEC-AC-10002402
3087;1536;1468;3,984;2;0,6;-2,6892;CA-2017-118773;FUR-FU-10000550
3088;1536;792;12,992;2;0,8;-32,48;CA-2017-118773;OFF-AP-10000055
3089;1537;1123;61;5;0;25,62;US-2017-159205;FUR-FU-10001591
3090;1537;1486;671,93;7;0;188,1404;US-2017-159205;TEC-PH-10000526
3091;1538;670;447,86;7;0;219,4514;CA-2016-112123;OFF-BI-10001071
3092;1538;665;479,95;5;0;129,5865;CA-2016-112123;TEC-PH-10001557
3093;1538;1487;166,44;3;0;79,8912;CA-2016-112123;OFF-PA-10001977
3094;1539;559;31,68;4;0,2;2,772;CA-2015-114468;OFF-SU-10004231
3095;1539;1146;10,368;2;0,2;3,6288;CA-2015-114468;OFF-PA-10000809
3096;1539;1015;12,032;8;0,2;2,256;CA-2015-114468;OFF-FA-10003021
3097;1539;337;5,768;2;0,8;-13,5548;CA-2015-114468;OFF-AP-10000696
3098;1540;323;33,12;4;0,2;11,592;CA-2017-135692;OFF-LA-10001158
3099;1540;318;220,2656;4;0,32;-42,1096;CA-2017-135692;FUR-BO-10002268
3100;1541;1367;10,776;3;0,2;3,5022;CA-2017-131233;OFF-BI-10000829
3101;1541;714;242,352;3;0,2;9,0882;CA-2017-131233;FUR-BO-10003441
3102;1542;414;695,16;6;0;34,758;CA-2017-119578;OFF-SU-10003505
3103;1542;1488;220,98;1;0;50,8254;CA-2017-119578;FUR-BO-10003660
3104;1543;1489;12,957;7;0,7;-9,5018;CA-2016-124562;OFF-BI-10001267
3105;1544;1490;25,68;6;0;11,556;US-2017-140074;OFF-PA-10002741
3106;1545;523;15,712;4;0,2;5,6956;CA-2016-103037;OFF-LA-10004345
3107;1546;822;298,464;6;0,2;26,1156;CA-2017-127460;OFF-ST-10004340
3108;1547;1491;21,93;3;0;10,0878;CA-2016-121671;OFF-PA-10001471
3109;1547;872;242,94;3;0;4,8588;CA-2016-121671;OFF-ST-10002344
3110;1547;828;7,64;1;0;3,7436;CA-2016-121671;OFF-PA-10001892
3111;1547;549;51,84;8;0;25,4016;CA-2016-121671;OFF-PA-10001934
3112;1547;1245;265,17;1;0;47,7306;CA-2016-121671;OFF-ST-10000078
3113;1548;1492;837,6;3;0,2;62,82;CA-2016-150350;TEC-MA-10001972
3114;1548;114;135,9;5;0;63,873;CA-2016-150350;OFF-EN-10002504
3115;1548;1216;34,68;6;0;16,9932;CA-2016-150350;OFF-PA-10002160
3116;1548;914;532,704;6;0,2;-39,9528;CA-2016-150350;FUR-CH-10001973
3117;1548;23;43,1;5;0;11,206;CA-2016-150350;OFF-AP-10001492
3118;1548;169;15,88;4;0;0,1588;CA-2016-150350;OFF-SU-10002189
3119;1549;300;1123,92;5;0,2;-182,637;CA-2015-121720;FUR-CH-10003312
3120;1549;496;249,584;2;0,2;31,198;CA-2015-121720;TEC-PH-10002496
3121;1549;1493;48,672;3;0,2;7,3008;CA-2015-121720;FUR-FU-10003464
3122;1549;109;60,768;2;0,2;7,596;CA-2015-121720;OFF-AR-10000380
3123;1549;271;78,6;5;0,7;-62,88;CA-2015-121720;OFF-BI-10004593
3124;1549;1376;3,768;2;0,7;-3,14;CA-2015-121720;OFF-BI-10001308
3125;1549;487;1036,624;2;0,2;51,8312;CA-2015-121720;OFF-ST-10001780
3126;1549;719;563,808;4;0,2;21,1428;CA-2015-121720;OFF-ST-10003816
3127;1550;884;258,528;2;0,4;-47,3968;CA-2017-149895;TEC-PH-10002200
3128;1551;1494;49,12;4;0;23,0864;CA-2017-147564;OFF-PA-10004438
3129;1552;643;44,46;2;0;14,6718;CA-2014-136399;FUR-FU-10004090
3130;1552;292;241,568;2;0,2;18,1176;CA-2014-136399;FUR-CH-10002602
3131;1552;553;395;5;0;39,5;CA-2014-136399;TEC-AC-10001142
3132;1552;35;627,168;4;0,2;70,5564;CA-2014-136399;TEC-PH-10004977
3133;1553;1495;13,28;2;0;6,3744;CA-2014-107916;FUR-FU-10004586
3134;1553;1086;12,672;3;0,2;4,4352;CA-2014-107916;OFF-BI-10001116
3135;1554;998;30,56;5;0,8;-45,84;CA-2017-164168;OFF-BI-10000666
3136;1554;572;77,952;3;0,2;-15,5904;CA-2017-164168;OFF-ST-10002583
